budget,genres,id,keywords,original_title,popularity,production_companies,release_date,revenue,runtime,spoken_languages,status,tagline,vote_average,vote_count,Actor,Director,release_year,main_genre,popularity_log,original_language_fr,original_language_other,title_length,main_production_country_Canada,main_production_country_France,main_production_country_Germany,main_production_country_Other,main_production_country_United Kingdom,main_production_country_United States of America,main_production_country_Unknown,runtime_log,vote_count_log,budget_boxcox
40000000.0,"[{""id"": 35, ""name"": ""Comedy""}]",82687,inventor,The Guilt Trip,15.283444,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Skydance Productions"", ""id"": 6277}]",2012-12-19,41863726.0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get ready for one mother of a road trip,5.4,284.0,Seth Rogen,Barbra Streisand,2012.0,Comedy,2.790148886112838,False,False,14,,,,,,1.0,,4.564348191467836,5.652489180268651,520.880027903769
40000000.0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",41446,sheriff,Scream 4,35.21926,"[{""name"": ""Dimension Films"", ""id"": 7405}]",2011-04-11,97138686.0,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,New Decade. New Rules.,6.1,902.0,David Arquette,Wes Craven,2011.0,Horror,3.5895910215452878,False,False,8,,,,,,1.0,,4.718498871295094,6.805722553416985,520.880027903769
40000000.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",8224,pornography,8MM,25.580272,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Hofflund/Polone"", ""id"": 1685}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}]",1999-02-26,96618699.0,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You can't prepare for where the truth will take you.,6.1,474.0,Nicolas Cage,Mali Finn,1999.0,Thriller,3.2801692864908287,False,False,3,,,,,,1.0,,4.820281565605037,6.163314804034641,520.880027903769
38000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",10537,hippie,The Doors,10.794175,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Ixtlan Productions"", ""id"": 525}, {""name"": ""Carolco Pictures"", ""id"": 14723}, {""name"": ""Bill Graham Films"", ""id"": 78806}]",1991-03-01,34416893.0,140.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The Ultimate Story of Sex, Drugs & Rock 'N' Roll",6.7,275.0,Val Kilmer,Robert Richardson,1991.0,Drama,2.4676057655214767,False,False,9,,,,,,1.0,,4.948759890378168,5.62040086571715,513.2357727659834
40000000.0,"[{""id"": 35, ""name"": ""Comedy""}]",225886,marriage,Sex Tape,72.641296,"[{""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}, {""name"": ""LStar Capital"", ""id"": 34034}]",2014-07-17,126069509.0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A movie about a movie they don't want you to see.,5.3,1695.0,Cameron Diaz,Steve Tisch,2014.0,Comedy,4.299205955340922,False,False,8,,,,,,1.0,,4.584967478670572,7.4360278163518485,520.880027903769
40000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",10385,sister sister relationship,Hanging Up,3.415534,"[{""name"": ""Laurence Mark Productions"", ""id"": 415}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}, {""name"": ""Nora Ephron Productions"", ""id"": 67153}]",2000-02-16,36037909.0,94.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Every family has a few hang-ups.,5.0,40.0,Meg Ryan,Lisa Beach,2000.0,Comedy,1.4851287780442826,False,False,10,,,1.0,,,,,4.553876891600541,3.713572066704308,520.880027903769
47000000.0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",55779,premonition,Final Destination 5,38.555482,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Practical Pictures"", ""id"": 48788}, {""name"": ""Parallel Zide"", ""id"": 48792}]",2011-08-12,157887643.0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Released,We all share a common destination.,5.9,866.0,Emma Bell,Brian Tyler,2011.0,Horror,3.67770429396352,False,False,19,,,,,,1.0,,4.532599493153256,6.7650389767805414,545.6583888248347
23000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",10154,new york,Mickey Blue Eyes,6.786117,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Warner Bros."", ""id"": 6194}]",1999-08-16,51751835.0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A romantic comedy you can't refuse,5.3,140.0,Hugh Grant,Charles Mulvehill,1999.0,Comedy,2.0523422760468475,False,False,16,,,,,1.0,,,4.634728988229636,4.948759890378168,444.0487885775556
40000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10647,child's point of view,Pay It Forward,24.313684,"[{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}]",2000-10-12,55707411.0,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When someone does you a big favor, don't pay it back... Pay It Forward",7.0,432.0,Kevin Spacey,Thomas Newman,2000.0,Drama,3.2313451190814693,False,False,14,,,,,,1.0,,4.812184355372417,6.07073772800249,520.880027903769
30000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11431,baseball,Fever Pitch,9.965073,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Wildgaze Films"", ""id"": 1508}, {""name"": ""Alan Greenspan Productions"", ""id"": 6401}, {""name"": ""Mars Media Beteiligungs"", ""id"": 6402}, {""name"": ""Flower Films (II)"", ""id"": 19813}, {""name"": ""ELC Productions Ltd."", ""id"": 73953}]",2005-04-06,50451307.0,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,A Comedy About The Game of Love.,5.9,182.0,Drew Barrymore,Nancy Juvonen,2005.0,Comedy,2.3947150393944296,False,False,11,,,1.0,,,,,4.6443908991413725,5.209486152841421,479.4218529994081
40000000.0,"[{""id"": 35, ""name"": ""Comedy""}]",8457,prison,Drillbit Taylor,15.055732,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Apatow Productions"", ""id"": 10105}]",2008-03-20,51751835.0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You get what you pay for,5.5,275.0,Owen Wilson,Jackson De Govia,2008.0,Comedy,2.776065919775259,False,False,15,,,,,,1.0,,4.634728988229636,5.62040086571715,520.880027903769
23000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",188161,gunslinger,A Million Ways to Die in the West,32.808675,"[{""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Fuzzy Door Productions"", ""id"": 8789}, {""name"": ""Bluegrass Films"", ""id"": 27451}, {""name"": ""RGB Media"", ""id"": 31470}]",2014-05-22,51751835.0,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bring protection.,5.8,1468.0,Seth MacFarlane,Sheila Jaffe,2014.0,Comedy,3.5207174263629835,False,False,33,,,,,,1.0,,4.762173934797756,7.292337176173877,444.0487885775556
25000000.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",8850,new york,The Shadow,8.178203,"[{""name"": ""Universal Pictures"", ""id"": 33}]",1994-07-01,48063435.0,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Shadow Knows!,5.4,138.0,Alec Baldwin,David Koepp,1994.0,Adventure,2.2168314338365604,False,False,10,,,,,,1.0,,4.6913478822291435,4.9344739331306915,454.8610637096236
40000000.0,"[{""id"": 18, ""name"": ""Drama""}]",64685,based on novel,Extremely Loud & Incredibly Close,31.066874,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Warner Bros."", ""id"": 6194}]",2011-12-24,55247881.0,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"This is not a story about September 11th, it's a story about every day after.",6.9,708.0,Thomas Horn,Eric Roth,2011.0,Drama,3.4678235346791144,False,False,33,,,,,,1.0,,4.867534450455582,6.5638555265321274,520.880027903769
40000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",38357,work ethic,Morning Glory,22.491388,"[{""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}]",2010-01-12,58785180.0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""uk"", ""name"": ""\u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439""}]",Released,Breakfast TV just got interesting.,6.1,412.0,Rachel McAdams,Aline Brosh McKenna,2010.0,Comedy,3.1566338858991685,False,False,13,,,,,,1.0,,4.634728988229636,6.023447592961033,520.880027903769
40000000.0,"[{""id"": 18, ""name"": ""Drama""}]",10060,loss of mother,Get Rich or Die Tryin',12.885985,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Cent Productions Inc."", ""id"": 54336}]",2005-11-09,46442528.0,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,If You Think You Know the Story...You Don't Know the Man.,6.3,186.0,50 Cent,Avy Kaufman,2005.0,Drama,2.6308800581058116,False,False,22,,,,,,1.0,,4.770684624465665,5.231108616854587,520.880027903769
40000000.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",11398,china,The Art of War,7.832337,"[{""name"": ""Amen Ra Films"", ""id"": 421}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]",2000-08-23,30199105.0,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Who is your foe?,5.6,135.0,Wesley Snipes,Michel Arcand,2000.0,Crime,2.1784196455096896,False,False,14,1.0,,,,,,,4.770684624465665,4.912654885736052,520.880027903769
40000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1833,gay,Rent,10.433667,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Revolution Studios"", ""id"": 497}]",2005-11-23,31670620.0,135.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No day but today.,6.7,155.0,Anthony Rapp,Robert Cavallo,2005.0,Drama,2.436562248751419,False,False,4,,,,,,1.0,,4.912654885736052,5.049856007249537,520.880027903769
40000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",10391,sister sister relationship,Bless the Child,3.321949,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Munich Film Partners & Company (MFP) BTC Productions"", ""id"": 42221}]",2000-08-11,51751835.0,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Mankind's last hope just turned six.,4.9,71.0,Kim Basinger,Alan Heim,2000.0,Drama,1.463706457922523,False,False,15,,,,,,1.0,,4.68213122712422,4.276666119016055,520.880027903769
75000000.0,"[{""id"": 35, ""name"": ""Comedy""}]",8970,new york,The Out-of-Towners,4.842626,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cherry Alley Productions"", ""id"": 2232}]",1999-04-02,29000000.0,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"They fell in love 24 years ago... and in the next 24 hours, they'll remember why.",5.0,45.0,Steve Martin,John Bailey,1999.0,Comedy,1.7651803533087287,False,False,18,,,,,,1.0,,4.51085950651685,3.828641396489095,624.2765139504174
40000000.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",9306,monster,The Island of Dr. Moreau,13.210898,"[{""name"": ""New Line Cinema"", ""id"": 12}]",1996-08-23,49627779.0,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The gates of hell are unlocked.,4.6,147.0,Marlon Brando,Valerie McCaffrey,1996.0,Fantasy,2.654009135045439,False,False,24,,,,,,1.0,,4.574710978503383,4.997212273764115,520.880027903769
40000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",11370,loss of family,The Musketeer,3.296933,"[{""name"": ""Crystal Sky Worldwide"", ""id"": 4077}, {""name"": ""MDP Worldwide"", ""id"": 10828}, {""name"": ""ApolloMedia Distribution"", ""id"": 16850}, {""name"": ""Carousel Picture Company, The"", ""id"": 19944}, {""name"": ""Signature Entertainment"", ""id"": 23770}, {""name"": ""Luxembourg Film Fund"", ""id"": 46195}, {""name"": ""D'Artagnan Productions Limited"", ""id"": 53010}, {""name"": ""Q&Q Medien GmbH"", ""id"": 53011}]",2001-09-07,27053815.0,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,As you've never seen it before.,5.2,56.0,Catherine Deneuve,Celestia Fox,2001.0,Action,1.457901512397618,False,False,13,,,,,1.0,,,4.653960350157523,4.04305126783455,520.880027903769
35000000.0,"[{""id"": 18, ""name"": ""Drama""}]",12184,england,The Other Boleyn Girl,22.939557,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Ruby Films"", ""id"": 2054}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Focus Features"", ""id"": 10146}]",2008-02-28,51751835.0,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Two sisters divided for the love of a king.,6.4,477.0,Natalie Portman,Kevin Phipps,2008.0,Drama,3.1755321953637945,False,False,21,,,,,1.0,,,4.7535901911063645,6.169610732491456,501.21168160917796
40000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1921,workaholic,Sweet November,19.372805,"[{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}]",2001-02-16,65754228.0,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She Just Needed A Month To Change His Life For Ever.,6.4,278.0,Keanu Reeves,Naomi Shohan,2001.0,Drama,3.0142009232622766,False,False,14,,,,,,1.0,,4.787491742782046,5.631211781821365,520.880027903769
40000000.0,"[{""id"": 27, ""name"": ""Horror""}]",1683,river,The Reaping,13.445697,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Eyetronics"", ""id"": 15763}, {""name"": ""Chime Films"", ""id"": 19965}]",2007-04-05,62771059.0,99.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What Hath God Wrought?,5.4,205.0,Hilary Swank,Stephen Hopkins,2007.0,Horror,2.6703965847444167,False,False,11,,,,,,1.0,,4.605170185988092,5.327876168789581,520.880027903769
500000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",203,epilepsy,Mean Streets,17.002096,"[{""name"": ""Scorsese Productions"", ""id"": 120}]",1973-10-02,3000000.0,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,You don't make up for your sins in church. You do it in the streets...,7.2,345.0,Harvey Keitel,Martin Scorsese,1973.0,Drama,2.890488195561481,False,False,12,,,,,,1.0,,4.709530201312334,5.846438775057725,146.05773275917997
40000000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}]",11858,vietnam veteran,Renaissance Man,4.516953,"[{""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",1994-06-03,24332324.0,128.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"One Man's Mission To Teach The Few, The Proud... The Impossible!",5.9,81.0,Danny DeVito,Hans Zimmer,1994.0,Comedy,1.707825715131294,False,False,15,1.0,,,,,,,4.859812404361672,4.406719247264253,520.880027903769
40000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",62835,street gang,Colombiana,33.785969,"[{""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Grive Productions"", ""id"": 6877}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""A.J.O.Z. Films"", ""id"": 11473}]",2011-07-27,60965854.0,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Revenge is beautiful.,6.5,824.0,Zoe Saldana,Luc Besson,2011.0,Action,3.549214115822453,False,False,10,,1.0,,,,,,4.6913478822291435,6.715383386334681,520.880027903769
40000000.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",18937,,Quest for Camelot,16.059443,"[{""name"": ""Warner Bros."", ""id"": 6194}]",1998-05-15,38172500.0,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An evil knight gives nobility a bad name.,6.9,190.0,Jessalyn Gilsig,Bub Asman,1998.0,Fantasy,2.836703892058077,False,False,17,,,,,,1.0,,4.465908118654584,5.25227342804663,520.880027903769
40000000.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",13536,murder,City By The Sea,3.476966,"[{""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Brad Grey Pictures"", ""id"": 10958}, {""name"": ""Sea Breeze Productions Inc."", ""id"": 76490}]",2002-09-06,22433915.0,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,When you're searching for a killer... the last suspect you want to see is your son.,5.7,92.0,Robert De Niro,Michael Caton-Jones,2002.0,Crime,1.4989455848587603,False,False,15,,,,,,1.0,,4.6913478822291435,4.532599493153256,520.880027903769
23000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",15556,blind,At First Sight,5.778724,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",1999-01-15,51751835.0,128.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Science gave him sight. She gave him vision.,5.9,48.0,Val Kilmer,Suzanne Smith,1999.0,Drama,1.9137888836503805,False,False,14,,,,,,1.0,,4.859812404361672,3.8918202981106265,444.0487885775556
40000000.0,"[{""id"": 28, ""name"": ""Action""}]",10718,ex-girlfriend,Torque,7.360793,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Warner Bros."", ""id"": 6194}]",2004-01-16,46546197.0,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Circuit of Fire,4.7,119.0,Martin Henderson,Peter Levy,2004.0,Action,2.1235532790573513,False,False,6,,,,,,,,4.442651256490317,4.787491742782046,520.880027903769
23000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11062,corruption,City Hall,3.621837,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}]",1996-02-16,51751835.0,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It started with a shootout on a rainswept street and ended in a scandal that shattered New York.,6.0,67.0,Al Pacino,Jerry Goldsmith,1996.0,Drama,1.5307922451117615,False,False,9,,,,,,1.0,,4.718498871295094,4.219507705176107,444.0487885775556
45000000.0,"[{""id"": 18, ""name"": ""Drama""}]",10802,dancing,Showgirls,14.513305,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Le Studio Canal+"", ""id"": 183}, {""name"": ""Carolco Pictures"", ""id"": 14723}]",1995-09-22,20350754.0,128.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Beyond your wildest dreams. Beyond your wildest fantasies.,4.9,256.0,Elizabeth Berkley,Mark Goldblatt,1995.0,Drama,2.7416980428184634,False,False,9,,1.0,,,,,,4.859812404361672,5.54907608489522,538.8639866706336
40000000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1887,shoe,Marie Antoinette,22.364549,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Pricel"", ""id"": 6542}, {""name"": ""Tohokushinsha Film"", ""id"": 12387}, {""name"": ""Commission du Film France"", ""id"": 20637}, {""name"": ""Commission du Film \u00cele-de-France"", ""id"": 20638}]",2006-05-24,60474340.0,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,Rumor. Scandal. Fame. Revolution.,6.5,642.0,Kirsten Dunst,Francis Ford Coppola,2006.0,Drama,3.1512198735907484,False,False,16,,1.0,,,,,,4.820281565605037,6.466144724237619,520.880027903769
40000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",6071,hoodlum,Kiss of Death,6.90894,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1995-04-21,51751835.0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No tagline,5.7,81.0,David Caruso,Lee Percy,1995.0,Action,2.0679937652144087,False,False,13,,,,,,1.0,,4.624972813284271,4.406719247264253,520.880027903769
63600000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",10461,ritual,Get Carter,4.494788,"[{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""The Canton Company"", ""id"": 22351}]",2000-10-06,19412993.0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Truth Hurts,4.8,145.0,Sylvester Stallone,David McKenna,2000.0,Action,1.7038000065835845,False,False,10,,,,,,1.0,,4.634728988229636,4.983606621708336,595.3321821718422
42000000.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",80278,thailand,Lo imposible,47.559928,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Telecinco Cinema"", ""id"": 2674}, {""name"": ""Apaches Entertainment"", ""id"": 8111}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""Institut Valenci\u00e3 de Cinematografia (IVAC)"", ""id"": 18309}, {""name"": ""Mediaset Espa\u00f1a"", ""id"": 21632}, {""name"": ""La Trini"", ""id"": 53490}, {""name"": ""Generalitat Valenciana"", ""id"": 53491}]",2012-09-09,180274123.0,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,Nothing is more powerful than the human spirit.,7.0,2025.0,Naomi Watts,Shaheen Baig,2012.0,Thriller,3.8827986640483316,False,False,12,,,,,,1.0,,4.736198448394496,7.613818684808629,528.2561580900743
55000000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",12704,wilderness,Ishtar,2.410546,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",1987-05-15,14375181.0,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No tagline,4.2,28.0,Warren Beatty,Vittorio Storaro,1987.0,Action,1.2268723957800711,False,False,6,,,,,,1.0,,4.68213122712422,3.367295829986474,570.935806143385
40000000.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",10315,fox,Fantastic Mr. Fox,41.258956,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Indian Paintbrush"", ""id"": 9350}, {""name"": ""American Empirical Pictures"", ""id"": 23449}]",2009-10-23,46471023.0,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dig the life fantastic!,7.5,1176.0,George Clooney,Roald Dahl,2009.0,Adventure,3.743816307670736,False,False,17,,,,,,1.0,,4.477336814478207,7.0707241072602764,520.880027903769
